boostorg-throw_exception-boost-1.91.0.tar.gz	20264	BBA826D1380CCEDBCF0468AE4B74012AC14C3830BE30D9174FBAF8583B56ED67
boostorg-tuple-boost-1.91.0.tar.gz	31492	D513CE9466C8C7F434E165D0D7A39823BA26DBF1CDEBCD63E06F9D53A6FBFC1D
boostorg-type_traits-boost-1.91.0.tar.gz	399899	E6E60D56FC2F1D7D67411690BE7044E4A0441DA4C20191D5D8CA15E0050F95B0
boostorg-typeof-boost-1.91.0.tar.gz	22625	1B02E50A015A1F9BB29D6A1C0610B95039549477E5761307476A9BEEBDE869E8
boostorg-utility-boost-1.91.0.tar.gz	161212	732B1D4F9E0FA6DCBBCE6D68D1BE1124F09ED4F99CECE2DDFC5DFB747ADD2856
boostorg-variant2-boost-1.91.0.tar.gz	57767	63A1F8031955871B4BCA8F42E81ADAB5FBCEE3FBF8B0DDFD0FB18CCF1CEF6650
boostorg-winapi-boost-1.91.0.tar.gz	133952	3A93594A0682E6B82735D0E1FF223320092465C66A11C92F634F7A15C0DFC480
cmake-4.4.0-windows-x86_64.zip	54388920	7D6772DAABCCE5808AAE0AB4EB8B205D85541EB4F371136EEA2E5C86FC899771
jmcnamara-libxlsxwriter-v1.2.4.tar.gz	21910719	E0DB59FC248A5FFA465A05EA83A9D466D4BCA0E53AB42771515D4EBB467A41C1
JuliaLang-utf8proc-v2.11.3.tar.gz	202535	ABFED50B6D4DA51345713661370290F4F4747263EE73DC90356299DFC7990C78
KhronosGroup-EGL-Registry-3ae2b7c48690d2ce13cc6db3db02dfc0572be65e.tar.gz	3371678	00F6D5656D8A075EE72EC2CCBE9B803D29BB56695B05622AC4CDE95D760A1528
KhronosGroup-OpenGL-Registry-e8f7cd0e35ac8d6f5667a021ff83d04b1fec41ef.tar.gz	113891119	F8648818D58DB546E06534FCA3D8CA39E3224B5E4E17A624951D684A6DEC9790
libexpat-libexpat-R_2_8_3.tar.gz	8464226	533659A16E0184035A99FD8E783F1AD61A887A7BF8586A8681740B9D7ED42389
libjpeg-turbo-libjpeg-turbo-3.2.0.tar.gz	2537858	980DD81F425082AA6D7C9E47FEF27554CE7A9FFC8E2F6E863B97D263C5C50858
libtiff-libtiff-v4.7.2.tar.gz	2616788	62B15F44C10106065211EFA22A2DC77937BD97EE1F6E3AFD2C9659010DE112EB
mackron-miniaudio-0.11.25.tar.gz	4552901	B900EDCFFE979816E2560A0580B9B1216D674B4F17FBADECA8F777A7F8AB0274
madler-zlib-v1.3.2.tar.gz	1566911	B99A0B86C0BA9360EC7E78C4F1E43B1CBDF1E6936C8FA0F6835C0CD694A495A1
maxbachmann-rapidfuzz-cpp-v3.3.3.tar.gz	314686	FA0FBD40110DF8134CF05BDDBAA4E237DBC4FD915AB9A3029FF481A8D3E8B757
memononen-nanosvg-93ce879dc4c04a3ef1758428ec80083c38610b1f.tar.gz	298099	259F5236843A2245FDFD92FDDFFCAF292AC1F46D24F94F38FA3A9B690501E7D2
msys2-mingw-w64-x86_64-pkgconf-1~2.5.1-1-any.pkg.tar.zst	102496	9FAEE63C5288908333AEAED390FD9B78B2C4C5DFB6D8F452E54DEA03938FC39A
msys2-msys2-runtime-3.6.5-1-x86_64.pkg.tar.zst	1987651	16A1729511B553314BED8D9AF6D52AE4489007C35A6B4752205869F321963D9D
nasm-3.01-win64.zip	594502	E0BA5157007ABC7B1A65118A96657A961DDF55F7E3F632EE035366DFCE039CA4
ninja-win-1.13.2.zip	291570	07FC8261B42B20E71D1720B39068C2E14FFCEE6396B76FB7A795FB460B78DC65
nlohmann-json-v3.12.0.tar.gz	9678593	4B92EB0C06D10683F7447CE9406CB97CD4B453BE18D7279320F7B2F025C10187
PCRE2Project-pcre2-pcre2-10.47.tar.gz	3354275	409C443549B13B216DA40049850A32F3E6C57D4224AB11553AB5A786878A158E
pnggroup-libpng-v1.6.58.tar.gz	1592190	A9D4DF463D36A6E5F9C29BD6F4967312D17E996C1854F3511F833924EB1993CF
richgel999-miniz-3.1.2.tar.gz	290205	98468F8924934B723276680F85238B6C78BF1F8B49B4459CC9B7214A20E2E9FB
troldal-OpenXLSX-2eb596ac69d5ef8c1a1be1de8ee481b5ce39baea.tar.gz	514656	BEC2F68D1B36DDE82432D9CD7B60CD45293820F5D70F327E36457E3332C520B3
tukaani-project-xz-v5.8.3.tar.gz	1664359	8EC1767FA517642ECB4CF08B891CE667BA6F143551E382B07C7EF437BDA335E2
wxWidgets-wxWidgets-v3.2.8.1.tar.gz	24443483	65654B00E8D6901F53CEE31B0175720620A4153F32BD95980D03AA4424A26978
zeux-pugixml-v1.16.tar.gz	588574	357BCAB8877DC9943F355D3A72DABA1B053238BA955F50FA81586AFB65090219
zherczeg-sljit-45f910b78c6605ebf5b53d3ec7cb00f2312fe417.tar.gz	1437951	EA5A6FB45E050F813F070ECAA098FE0389068BEEA61AC7DCE5410A0C642CCFA3
